"struc","comp","ele_comb","reward","RL_step","cif"
"Full Formula (Y1 Lu1 Zr1)
Reduced Formula: YLuZr
abc   :   3.425971   3.425388   7.682215
angles: 102.971877 102.992935  89.899947
pbc   :       True       True       True
Sites (3)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Lu    0.180651  0.913926  0.435508
  1  Y     0.865941  0.600034  0.80737
  2  Zr    0.526937  0.260557  0.128467","YLuZr","('Lu', 'Y', 'Zr')","0.8708341825381947","11","# generated using pymatgen
data_YLuZr
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.42597116
_cell_length_b   3.42538827
_cell_length_c   7.68221521
_cell_angle_alpha   102.97187746
_cell_angle_beta   102.99293518
_cell_angle_gamma   89.89994687
_symmetry_Int_Tables_number   1
_chemical_formula_structural   YLuZr
_chemical_formula_sum   'Y1 Lu1 Zr1'
_cell_volume   85.49030778
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Lu  Lu0  1  0.18065104  0.91392589  0.43550786  1
  Y  Y1  1  0.86594117  0.60003364  0.80737036  1
  Zr  Zr2  1  0.52693653  0.26055747  0.12846737  1
"
"Full Formula (Sc8 Tl8)
Reduced Formula: ScTl
abc   :   6.294099   8.599152   8.602173
angles:  71.964068  68.764145  68.800072
pbc   :       True       True       True
Sites (16)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Sc    0.57726   0.818864  0.361922
  1  Sc    0.710445  0.658082  0.758789
  2  Sc    0.580465  0.260879  0.918064
  3  Sc    0.844477  0.497526  0.153458
  4  Sc    0.181823  0.935255  0.037573
  5  Sc    0.242327  0.380394  0.477909
  6  Sc    0.211308  0.65819   0.757812
  7  Tl    0.343358  0.554823  0.098102
  8  Tl    0.077238  0.76198   0.418422
  9  Tl    0.679433  0.442281  0.541103
 10  Tl    0.210251  0.158104  0.25873
 11  Tl    0.340807  0.999618  0.656993
 12  Tl    0.712632  0.158419  0.257934
 13  Sc    0.840627  0.054631  0.599768
 14  Tl    0.743805  0.87327   0.975247
 15  Tl    0.08041   0.316153  0.86058","ScTl","('Sc', 'Tl')","0.7997306209204105","11","# generated using pymatgen
data_ScTl
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.29409928
_cell_length_b   8.59915247
_cell_length_c   8.60217285
_cell_angle_alpha   71.96406761
_cell_angle_beta   68.76414454
_cell_angle_gamma   68.80007161
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ScTl
_chemical_formula_sum   'Sc8 Tl8'
_cell_volume   395.95980717
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sc  Sc0  1  0.57725966  0.81886405  0.36192155  1
  Sc  Sc1  1  0.71044457  0.65808213  0.75878930  1
  Sc  Sc2  1  0.58046508  0.26087928  0.91806394  1
  Sc  Sc3  1  0.84447688  0.49752587  0.15345773  1
  Sc  Sc4  1  0.18182307  0.93525463  0.03757289  1
  Sc  Sc5  1  0.24232680  0.38039410  0.47790909  1
  Sc  Sc6  1  0.21130820  0.65819007  0.75781173  1
  Tl  Tl7  1  0.34335804  0.55482256  0.09810226  1
  Tl  Tl8  1  0.07723789  0.76198018  0.41842249  1
  Tl  Tl9  1  0.67943287  0.44228145  0.54110348  1
  Tl  Tl10  1  0.21025057  0.15810439  0.25872970  1
  Tl  Tl11  1  0.34080666  0.99961817  0.65699333  1
  Tl  Tl12  1  0.71263230  0.15841919  0.25793400  1
  Sc  Sc13  1  0.84062707  0.05463057  0.59976816  1
  Tl  Tl14  1  0.74380475  0.87326998  0.97524738  1
  Tl  Tl15  1  0.08040953  0.31615260  0.86057979  1
"
"Full Formula (Cd2 Sn1 Au1)
Reduced Formula: Cd2SnAu
abc   :   3.190582   3.193424   8.759986
angles:  89.938100  89.971131  89.960579
pbc   :       True       True       True
Sites (4)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Cd    0.774163  0.881736  0.637537
  1  Cd    0.774321  0.882179  0.07444
  2  Sn    0.27441   0.381451  0.356632
  3  Au    0.274312  0.381158  0.855657","Cd2SnAu","('Au', 'Cd', 'Sn')","0.822116475776367","11","# generated using pymatgen
data_Cd2SnAu
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.19058173
_cell_length_b   3.19342394
_cell_length_c   8.75998592
_cell_angle_alpha   89.93810050
_cell_angle_beta   89.97113129
_cell_angle_gamma   89.96057866
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Cd2SnAu
_chemical_formula_sum   'Cd2 Sn1 Au1'
_cell_volume   89.25436155
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cd  Cd0  1  0.77416307  0.88173604  0.63753724  1
  Cd  Cd1  1  0.77432078  0.88217926  0.07443985  1
  Sn  Sn2  1  0.27441004  0.38145086  0.35663155  1
  Au  Au3  1  0.27431202  0.38115799  0.85565710  1
"
"Full Formula (Nb2 Se6)
Reduced Formula: NbSe3
abc   :   3.566302   7.068870   7.843652
angles:  91.071987  89.917029  90.432312
pbc   :       True       True       True
Sites (8)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Se    0.133362  0.487385  0.32256
  1  Nb    0.133125  0.30216   0.633485
  2  Nb    0.632365  0.286637  0.131716
  3  Se    0.630994  0.095476  0.816093
  4  Se    0.13136   0.008392  0.125753
  5  Se    0.635467  0.580524  0.638837
  6  Se    0.135778  0.491794  0.948697
  7  Se    0.63187   0.101772  0.443414","NbSe3","('Nb', 'Se')","0.7700188945688478","11","# generated using pymatgen
data_NbSe3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.56630246
_cell_length_b   7.06887036
_cell_length_c   7.84365177
_cell_angle_alpha   91.07198698
_cell_angle_beta   89.91702936
_cell_angle_gamma   90.43231249
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NbSe3
_chemical_formula_sum   'Nb2 Se6'
_cell_volume   197.69593679
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Se  Se0  1  0.13336185  0.48738489  0.32255957  1
  Nb  Nb1  1  0.13312492  0.30215967  0.63348460  1
  Nb  Nb2  1  0.63236547  0.28663665  0.13171576  1
  Se  Se3  1  0.63099390  0.09547627  0.81609297  1
  Se  Se4  1  0.13135999  0.00839155  0.12575288  1
  Se  Se5  1  0.63546681  0.58052367  0.63883728  1
  Se  Se6  1  0.13577837  0.49179363  0.94869661  1
  Se  Se7  1  0.63186967  0.10177220  0.44341397  1
"
"Full Formula (Rb7 Mn1 Bi3 O1)
Reduced Formula: Rb7MnBi3O
abc   :   6.432434   8.366330  10.990521
angles:  87.787076  90.955525 112.088129
pbc   :       True       True       True
Sites (12)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Rb    0.553976  0.975016  0.673075
  1  Rb    0.092133  0.061771  0.431756
  2  Rb    0.746371  0.384707  0.480393
  3  O     0.592249  0.062536  0.425353
  4  Rb    0.434301  0.739894  0.371054
  5  Mn    0.02307   0.933119  0.032739
  6  Rb    0.352834  0.591593  0.014489
  7  Bi    0.139571  0.15463   0.84369
  8  Bi    0.288824  0.466316  0.660149
  9  Rb    0.807178  0.497015  0.843092
 10  Bi    0.891974  0.660868  0.188184
 11  Rb    0.629526  0.142215  0.179367","Rb7MnBi3O","('Bi', 'Mn', 'O', 'Rb')","0.7242723674755869","11","# generated using pymatgen
data_Rb7MnBi3O
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.43243402
_cell_length_b   8.36632960
_cell_length_c   10.99052143
_cell_angle_alpha   87.78707600
_cell_angle_beta   90.95552542
_cell_angle_gamma   112.08812875
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Rb7MnBi3O
_chemical_formula_sum   'Rb7 Mn1 Bi3 O1'
_cell_volume   547.64458454
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Rb  Rb0  1  0.55397636  0.97501618  0.67307490  1
  Rb  Rb1  1  0.09213286  0.06177117  0.43175575  1
  Rb  Rb2  1  0.74637127  0.38470703  0.48039281  1
  O  O3  1  0.59224927  0.06253588  0.42535278  1
  Rb  Rb4  1  0.43430060  0.73989409  0.37105438  1
  Mn  Mn5  1  0.02306955  0.93311882  0.03273944  1
  Rb  Rb6  1  0.35283363  0.59159255  0.01448944  1
  Bi  Bi7  1  0.13957149  0.15463032  0.84369034  1
  Bi  Bi8  1  0.28882393  0.46631649  0.66014886  1
  Rb  Rb9  1  0.80717778  0.49701494  0.84309208  1
  Bi  Bi10  1  0.89197367  0.66086835  0.18818353  1
  Rb  Rb11  1  0.62952650  0.14221549  0.17936748  1
"
"Full Formula (Tm4 In2 Ag1 Hg1)
Reduced Formula: Tm4In2AgHg
abc   :   5.225590   5.237013   9.093567
angles:  73.201731  73.232940  60.000781
pbc   :       True       True       True
Sites (8)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Tm    0.836362  0.706269  0.661002
  1  Ag    0.211985  0.082432  0.533763
  2  Tm    0.088884  0.959096  0.901824
  3  In    0.710728  0.580918  0.037004
  4  Tm    0.581711  0.452528  0.423629
  5  Tm    0.334027  0.204527  0.166559
  6  Hg    0.4602    0.330546  0.787945
  7  In    0.95988   0.830086  0.290468","Tm4In2AgHg","('Ag', 'Hg', 'In', 'Tm')","0.9572891629870615","11","# generated using pymatgen
data_Tm4In2AgHg
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.22558987
_cell_length_b   5.23701288
_cell_length_c   9.09356689
_cell_angle_alpha   73.20173100
_cell_angle_beta   73.23293956
_cell_angle_gamma   60.00078071
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Tm4In2AgHg
_chemical_formula_sum   'Tm4 In2 Ag1 Hg1'
_cell_volume   203.18803740
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Tm  Tm0  1  0.83636224  0.70626891  0.66100210  1
  Ag  Ag1  1  0.21198520  0.08243245  0.53376299  1
  Tm  Tm2  1  0.08888370  0.95909643  0.90182436  1
  In  In3  1  0.71072787  0.58091772  0.03700413  1
  Tm  Tm4  1  0.58171070  0.45252767  0.42362934  1
  Tm  Tm5  1  0.33402720  0.20452741  0.16655870  1
  Hg  Hg6  1  0.46020013  0.33054581  0.78794497  1
  In  In7  1  0.95987988  0.83008635  0.29046768  1
"
"Full Formula (Cs9 Rb7 Au4)
Reduced Formula: Cs9Rb7Au4
abc   :   8.812771  13.597487  16.157001
angles: 101.127057 122.173753  91.342463
pbc   :       True       True       True
Sites (20)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Rb    0.839208  0.628169  0.116889
  1  Au    0.539656  0.498618  0.487133
  2  Rb    0.260959  0.385232  0.868255
  3  Au    0.861048  0.143741  0.117565
  4  Cs    0.073979  0.360804  0.348277
  5  Cs    0.140517  0.983568  0.269252
  6  Cs    0.720107  0.258255  0.503254
  7  Rb    0.347182  0.123661  0.62835
  8  Au    0.287212  0.741559  0.241896
  9  Rb    0.859206  0.281922  0.973192
 10  Rb    0.59281   0.516979  0.726017
 11  Cs    0.378603  0.748904  0.495994
 12  Cs    0.958121  0.006611  0.739249
 13  Rb    0.621398  0.917277  0.903965
 14  Au    0.553955  0.010487  0.509663
 15  Cs    0.46064   0.133908  0.117453
 16  Rb    0.998722  0.624121  0.626372
 17  Cs    0.209455  0.746099  0.999608
 18  Cs    0.479901  0.512404  0.25303
 19  Cs    0.739302  0.879237  0.375021","Cs9Rb7Au4","('Au', 'Cs', 'Rb')","1.0","11","# generated using pymatgen
data_Cs9Rb7Au4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   8.81277085
_cell_length_b   13.59748744
_cell_length_c   16.15700150
_cell_angle_alpha   101.12705660
_cell_angle_beta   122.17375344
_cell_angle_gamma   91.34246312
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Cs9Rb7Au4
_chemical_formula_sum   'Cs9 Rb7 Au4'
_cell_volume   1589.32629983
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Rb  Rb0  1  0.83920819  0.62816888  0.11688937  1
  Au  Au1  1  0.53965646  0.49861804  0.48713306  1
  Rb  Rb2  1  0.26095858  0.38523155  0.86825526  1
  Au  Au3  1  0.86104792  0.14374113  0.11756537  1
  Cs  Cs4  1  0.07397944  0.36080357  0.34827712  1
  Cs  Cs5  1  0.14051677  0.98356771  0.26925191  1
  Cs  Cs6  1  0.72010708  0.25825459  0.50325400  1
  Rb  Rb7  1  0.34718245  0.12366077  0.62834966  1
  Au  Au8  1  0.28721160  0.74155903  0.24189577  1
  Rb  Rb9  1  0.85920620  0.28192243  0.97319210  1
  Rb  Rb10  1  0.59280980  0.51697910  0.72601652  1
  Cs  Cs11  1  0.37860349  0.74890417  0.49599376  1
  Cs  Cs12  1  0.95812136  0.00661075  0.73924923  1
  Rb  Rb13  1  0.62139815  0.91727722  0.90396482  1
  Au  Au14  1  0.55395478  0.01048738  0.50966257  1
  Cs  Cs15  1  0.46063998  0.13390784  0.11745349  1
  Rb  Rb16  1  0.99872184  0.62412101  0.62637234  1
  Cs  Cs17  1  0.20945485  0.74609894  0.99960804  1
  Cs  Cs18  1  0.47990113  0.51240379  0.25302961  1
  Cs  Cs19  1  0.73930198  0.87923723  0.37502107  1
"
"Full Formula (Ce2 Ge5 Rh3)
Reduced Formula: Ce2Ge5Rh3
abc   :   4.293819   4.297904  10.377749
angles:  90.022460  90.009312  90.025506
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ge    0.792949  0.712333  0.800968
  1  Ce    0.793354  0.213257  0.042462
  2  Ge    0.2936    0.71281   0.157465
  3  Ce    0.29376   0.712328  0.557122
  4  Rh    0.293021  0.713188  0.923671
  5  Rh    0.793312  0.212349  0.675963
  6  Ge    0.293648  0.212777  0.799857
  7  Ge    0.793176  0.212793  0.442978
  8  Rh    0.793761  0.713586  0.300939
  9  Ge    0.293618  0.212622  0.300417","Ce2Ge5Rh3","('Ce', 'Ge', 'Rh')","0.5987314162753901","11","# generated using pymatgen
data_Ce2Ge5Rh3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.29381901
_cell_length_b   4.29790434
_cell_length_c   10.37774944
_cell_angle_alpha   90.02246017
_cell_angle_beta   90.00931205
_cell_angle_gamma   90.02550643
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ce2Ge5Rh3
_chemical_formula_sum   'Ce2 Ge5 Rh3'
_cell_volume   191.51534560
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ge  Ge0  1  0.79294890  0.71233302  0.80096841  1
  Ce  Ce1  1  0.79335415  0.21325724  0.04246229  1
  Ge  Ge2  1  0.29359987  0.71280998  0.15746532  1
  Ce  Ce3  1  0.29376000  0.71232808  0.55712217  1
  Rh  Rh4  1  0.29302114  0.71318787  0.92367131  1
  Rh  Rh5  1  0.79331225  0.21234946  0.67596346  1
  Ge  Ge6  1  0.29364777  0.21277666  0.79985732  1
  Ge  Ge7  1  0.79317558  0.21279283  0.44297767  1
  Rh  Rh8  1  0.79376084  0.71358585  0.30093890  1
  Ge  Ge9  1  0.29361781  0.21262193  0.30041736  1
"
"Full Formula (Li1 Te1 S2)
Reduced Formula: LiTeS2
abc   :   3.869825   3.894822   7.028274
angles:  74.300688  73.963503  60.122602
pbc   :       True       True       True
Sites (4)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  S     0.011623  0.142402  0.678003
  1  Te    0.606259  0.733667  0.903843
  2  Li    0.789399  0.923     0.35135
  3  S     0.202066  0.310336  0.161152","LiTeS2","('Li', 'S', 'Te')","0.9057999548590701","11","# generated using pymatgen
data_LiTeS2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.86982491
_cell_length_b   3.89482214
_cell_length_c   7.02827406
_cell_angle_alpha   74.30068789
_cell_angle_beta   73.96350255
_cell_angle_gamma   60.12260214
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiTeS2
_chemical_formula_sum   'Li1 Te1 S2'
_cell_volume   87.14752974
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  S  S0  1  0.01162328  0.14240220  0.67800283  1
  Te  Te1  1  0.60625923  0.73366725  0.90384263  1
  Li  Li2  1  0.78939855  0.92300028  0.35134980  1
  S  S3  1  0.20206636  0.31033579  0.16115208  1
"
"Full Formula (Y3 Dy1 Au4)
Reduced Formula: DyY3Au4
abc   :   3.818206   4.674493  10.959689
angles:  90.004770  89.900569  90.030656
pbc   :       True       True       True
Sites (8)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Au    0.448171  0.956106  0.956844
  1  Y     0.947032  0.955377  0.728986
  2  Au    0.952151  0.456842  0.279068
  3  Y     0.448488  0.455975  0.505202
  4  Au    0.951291  0.956193  0.454064
  5  Dy    0.456563  0.956402  0.230553
  6  Au    0.448504  0.455959  0.780403
  7  Y     0.949689  0.456379  0.003647","DyY3Au4","('Au', 'Dy', 'Y')","0.9933618475024417","11","# generated using pymatgen
data_DyY3Au4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.81820562
_cell_length_b   4.67449285
_cell_length_c   10.95968914
_cell_angle_alpha   90.00476998
_cell_angle_beta   89.90056861
_cell_angle_gamma   90.03065640
_symmetry_Int_Tables_number   1
_chemical_formula_structural   DyY3Au4
_chemical_formula_sum   'Y3 Dy1 Au4'
_cell_volume   195.61012531
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Au  Au0  1  0.44817084  0.95610559  0.95684361  1
  Y  Y1  1  0.94703215  0.95537668  0.72898632  1
  Au  Au2  1  0.95215088  0.45684162  0.27906758  1
  Y  Y3  1  0.44848791  0.45597470  0.50520247  1
  Au  Au4  1  0.95129085  0.95619309  0.45406392  1
  Dy  Dy5  1  0.45656326  0.95640206  0.23055251  1
  Au  Au6  1  0.44850385  0.45595902  0.78040284  1
  Y  Y7  1  0.94968879  0.45637861  0.00364685  1
"
"Full Formula (Hf1 Mg1 Cu2 Ni2)
Reduced Formula: HfMg(CuNi)2
abc   :   4.958905   4.920851   4.952455
angles:  60.142092  60.187306  60.162091
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Cu    0.798204  0.686345  0.5427
  1  Ni    0.297506  0.684833  0.54185
  2  Ni    0.797638  0.68478   0.041274
  3  Hf    0.419508  0.313142  0.163729
  4  Mg    0.17192   0.059867  0.916559
  5  Cu    0.79883   0.182107  0.542649","HfMg(CuNi)2","('Cu', 'Hf', 'Mg', 'Ni')","0.9406041918040362","11","# generated using pymatgen
data_HfMg(CuNi)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.95890453
_cell_length_b   4.92085100
_cell_length_c   4.95245457
_cell_angle_alpha   60.14209156
_cell_angle_beta   60.18730602
_cell_angle_gamma   60.16209091
_symmetry_Int_Tables_number   1
_chemical_formula_structural   HfMg(CuNi)2
_chemical_formula_sum   'Hf1 Mg1 Cu2 Ni2'
_cell_volume   85.77087231
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cu  Cu0  1  0.79820418  0.68634456  0.54270047  1
  Ni  Ni1  1  0.29750609  0.68483317  0.54184973  1
  Ni  Ni2  1  0.79763806  0.68478006  0.04127437  1
  Hf  Hf3  1  0.41950849  0.31314215  0.16372873  1
  Mg  Mg4  1  0.17191991  0.05986653  0.91655892  1
  Cu  Cu5  1  0.79883027  0.18210711  0.54264891  1
"
"Full Formula (K1 Cd2 Ga1 Hg1 Pb1)
Reduced Formula: KCd2GaHgPb
abc   :   6.160677   6.110475   6.098797
angles:  61.467643  61.627859  61.682652
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  K     0.089937  0.566541  0.321265
  1  Cd    0.465627  0.440757  0.697129
  2  Cd    0.46684   0.942641  0.195226
  3  Ga    0.465656  0.941224  0.696691
  4  Hg    0.963783  0.941051  0.693359
  5  Pb    0.836271  0.315678  0.070506","KCd2GaHgPb","('Cd', 'Ga', 'Hg', 'K', 'Pb')","0.8208648386744315","11","# generated using pymatgen
data_KCd2GaHgPb
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.16067746
_cell_length_b   6.11047537
_cell_length_c   6.09879732
_cell_angle_alpha   61.46764288
_cell_angle_beta   61.62785941
_cell_angle_gamma   61.68265171
_symmetry_Int_Tables_number   1
_chemical_formula_structural   KCd2GaHgPb
_chemical_formula_sum   'K1 Cd2 Ga1 Hg1 Pb1'
_cell_volume   168.14181061
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  K  K0  1  0.08993673  0.56654096  0.32126454  1
  Cd  Cd1  1  0.46562666  0.44075698  0.69712895  1
  Cd  Cd2  1  0.46684000  0.94264078  0.19522618  1
  Ga  Ga3  1  0.46565560  0.94122446  0.69669098  1
  Hg  Hg4  1  0.96378314  0.94105113  0.69335878  1
  Pb  Pb5  1  0.83627099  0.31567761  0.07050574  1
"
"Full Formula (Cs4 Rb6 Au2)
Reduced Formula: Cs2Rb3Au
abc   :   8.794609   8.776677  13.674513
angles:  71.689124  85.005728  71.567665
pbc   :       True       True       True
Sites (12)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Cs    0.64983   0.689917  0.431733
  1  Cs    0.151501  0.804356  0.211246
  2  Rb    0.633365  0.313184  0.206571
  3  Rb    0.642268  0.895074  0.01887
  4  Cs    0.130916  0.203888  0.43169
  5  Rb    0.138679  0.593943  0.635157
  6  Rb    0.138831  0.001971  0.825979
  7  Rb    0.150315  0.406475  0.018417
  8  Cs    0.642109  0.099277  0.629548
  9  Au    0.891456  0.349568  0.628736
 10  Au    0.393977  0.653191  0.016954
 11  Rb    0.645768  0.495148  0.827344","Cs2Rb3Au","('Au', 'Cs', 'Rb')","1.0","11","# generated using pymatgen
data_Cs2Rb3Au
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   8.79460859
_cell_length_b   8.77667678
_cell_length_c   13.67451286
_cell_angle_alpha   71.68912445
_cell_angle_beta   85.00572764
_cell_angle_gamma   71.56766461
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Cs2Rb3Au
_chemical_formula_sum   'Cs4 Rb6 Au2'
_cell_volume   950.56009488
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cs  Cs0  1  0.64983046  0.68991661  0.43173265  1
  Cs  Cs1  1  0.15150140  0.80435646  0.21124563  1
  Rb  Rb2  1  0.63336456  0.31318438  0.20657146  1
  Rb  Rb3  1  0.64226758  0.89507431  0.01887032  1
  Cs  Cs4  1  0.13091649  0.20388833  0.43169013  1
  Rb  Rb5  1  0.13867915  0.59394270  0.63515705  1
  Rb  Rb6  1  0.13883118  0.00197105  0.82597935  1
  Rb  Rb7  1  0.15031548  0.40647486  0.01841689  1
  Cs  Cs8  1  0.64210862  0.09927732  0.62954777  1
  Au  Au9  1  0.89145577  0.34956828  0.62873644  1
  Au  Au10  1  0.39397699  0.65319085  0.01695356  1
  Rb  Rb11  1  0.64576763  0.49514800  0.82734442  1
"
"Full Formula (Lu2 Te1 C1)
Reduced Formula: Lu2TeC
abc   :   3.828633   3.836447   7.225245
angles:  74.418598  74.236875  59.547624
pbc   :       True       True       True
Sites (4)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Te    0.767177  0.472925  0.232702
  1  C     0.267399  0.972992  0.733081
  2  Lu    0.539744  0.245648  0.915841
  3  Lu    0.99571   0.700508  0.549688","Lu2TeC","('C', 'Lu', 'Te')","1.0","11","# generated using pymatgen
data_Lu2TeC
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.82863250
_cell_length_b   3.83644666
_cell_length_c   7.22524548
_cell_angle_alpha   74.41859795
_cell_angle_beta   74.23687452
_cell_angle_gamma   59.54762425
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Lu2TeC
_chemical_formula_sum   'Lu2 Te1 C1'
_cell_volume   86.94297467
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Te  Te0  1  0.76717740  0.47292492  0.23270214  1
  C  C1  1  0.26739892  0.97299236  0.73308128  1
  Lu  Lu2  1  0.53974402  0.24564785  0.91584098  1
  Lu  Lu3  1  0.99571013  0.70050812  0.54968750  1
"
